🌙月光宝盒,#genre#
亚洲旅游4Gtv,http://220.135.64.124:5050/of-4gtv-4gtv076/index.m3u8?proxy=true
美国之音4Gtv,http://220.135.64.124:5050/li-litv-ftv03/index.m3u8?proxy=true
半岛新闻4Gtv,http://220.135.64.124:5050/li-litv-ftv10/index.m3u8?proxy=true
影迷纪实4Gtv,http://220.135.64.124:5050/li-litv-ftv15/index.m3u8?proxy=true
古典音乐4Gtv,http://220.135.64.124:5050/li-4gtv-4gtv059/index.m3u8?proxy=true
客家电视4Gtv,http://220.135.64.124:5050/li-4gtv-4gtv043/index.m3u8?proxy=true
华仁纪实4Gtv,http://220.135.64.124:5050/li-4gtv-4gtv013/index.m3u8?proxy=true
时尚运动4Gtv,http://220.135.64.124:5050/li-4gtv-4gtv014/index.m3u8?proxy=true
生活英语4Gtv,http://220.135.64.124:5050/li-litv-longturn20/index.m3u8?proxy=true
生活英语4Gtv,http://220.135.64.124:5050/of-litv-longturn20/index.m3u8?proxy=true
采昌影剧4Gtv,http://220.135.64.124:5050/li-4gtv-4gtv049/index.m3u8?proxy=true
数位电影4Gtv,http://220.135.64.124:5050/li-4gtv011/index.m3u8?proxy=true
Amc电影4Gtv,http://220.135.64.124:5050/li-4gtv-4gtv017/index.m3u8?proxy=true
TRA体育4Gtv,http://220.135.64.124:5050/li-4gtv-4gtv077/index.m3u8?proxy=true
SMArt台4Gtv,http://220.135.64.124:5050/li-litv-longturn19/index.m3u8?proxy=true
韩国娱乐4Gtv,http://220.135.64.124:5050/li-4gtv-4gtv016/index.m3u8?proxy=true
TRACEU4Gtv,http://220.135.64.124:5050/li-4gtv-4gtv082/index.m3u8?proxy=true
MEZZOl4Gtv,http://220.135.64.124:5050/li-4gtv-4gtv083/index.m3u8?proxy=true
GINX_TV4Gtv,http://220.135.64.124:5050/li-4gtv-4gtv053/index.m3u8?proxy=true
🌈宝盒没宝,#genre#
宝盒没宝,https://gitee.com/baohe2025/bh/raw/master/bh.mp4
翡翠台,http://php.jdshipin.com/smt.php?id=jade_twn
华丽翡翠台,http://php.jdshipin.com/smt.php?id=Tvbjade
无线新闻台, http://php.jdshipin.com/smt.php?id=inews_twn
TVB星河, http://php.jdshipin.com/smt.php?id=Xinhe
千禧经典台, http://php.jdshipin.com/smt.php?id=Tvbclassic
TVB娱乐新闻台,http://php.jdshipin.com/smt.php?id=Tvbentertainment
天映频道, http://php.jdshipin.com/smt.php?id=Celestial
天映经典,http://php.jdshipin.com/smt.php?id=Celestial2
Astro AOD,http://php.jdshipin.com/smt.php?id=Aodhd
Astro AEC,http://php.jdshipin.com/smt.php?id=AEC
爱奇艺,http://php.jdshipin.com/smt.php?id=Qiyi
Astro QJ,http://php.jdshipin.com/smt.php?id=Quanjia
Astro欢喜台,http://php.jdshipin.com/smt.php?id=Huahee
八度空间,http://php.jdshipin.com/smt.php?id=TV8
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct2
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct3
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct4
明珠台,http://php.jdshipin.com/TVOD/iptv.php?id=mzt
明珠台,http://php.jdshipin.com/TVOD/iptv.php?id=mzt2
翡翠台北美版(TVB J1),http://php.jdshipin.com/TVOD/iptv.php?id=j1
TVB J1,http://php.jdshipin.com/TVOD/iptv.php?id=tvbj1
TVB Plus,http://php.jdshipin.com/TVOD/iptv.php?id=j2
TVB Plus,http://php.jdshipin.com/TVOD/iptv.php?id=tvbp
VIUTV,http://php.jdshipin.com/TVOD/iptv.php?id=viutv
VIUTV,http://php.jdshipin.com/TVOD/iptv.php?id=viutv2
HOY TV,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv
HOY TV,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv2
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw2
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx2
凤凰香港,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk
凤凰香港,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk2
美亚电影,http://php.jdshipin.com/TVOD/iptv.php?id=meiya
重温经典,http://php.jdshipin.com/TVOD/iptv.php?id=cwjd
广东珠江,http://php.jdshipin.com/TVOD/iptv.php?id=gdzj
广东体育,http://php.jdshipin.com/TVOD/iptv.php?id=gdty
澳视澳门,http://php.jdshipin.com/TVOD/iptv.php?id=asam
澳视卫星,http://php.jdshipin.com/TVOD/iptv.php?id=as
RTHK31,http://php.jdshipin.com/TVOD/iptv.php?id=rthk31
RTHK32,http://php.jdshipin.com/TVOD/iptv.php?id=rthk32
CCTV1港澳版,http://php.jdshipin.com/TVOD/iptv.php?id=rthk33
音乐台,https://kq.bgp.68tool.com/video/m3u8/2022/08/17/e4ce2ac7/playlist.m3u8
翡翠台,http://aktv_stream1.m16tv.cfd/stream/aktv/null/AKTV.m3u8
凤凰卫视,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzw
凤凰卫视,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzw
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
凤凰中文,https://cdn.163189.xyz/live/fhzw/stream.m3u8 
凤凰中文,http://aktv_stream1.m16tv.cfd/stream/aktv/null-3/AKTV.m3u8
凤凰资讯,http://aktv_stream1.m16tv.cfd/stream/aktv/null-4/AKTV.m3u8
凤凰资讯,https://cdn3.163189.xyz/live/fhzx/stream.m3u8 
凤凰香港,https://cdn3.163189.xyz/live/fhxg/stream.m3u8
凤凰香港,http://aktv_stream1.m16tv.cfd/stream/aktv/null-5/AKTV.m3u8
美亚电影,http://aktv_stream1.m16tv.cfd/stream/aktv/hk-1/AKTV.m3u8
凤凰电影,https://tv.bfsu.edu.cn/hls/fhdy.m3u8
经典电影,http://ali.hlspull.yximgs.com/live/asdfgjddydy001.flv
popc电影,http://aktv_stream1.m16tv.cfd/stream/aktv/popc/AKTV.m3u8
亞洲衛視,https://p2hs.vzan.com/slowlive/821481626725612419/live.m3u8
临夏市台,http://124.152.34.102:8030/wCMq71/wCMq71_0.m3u8
沭阳综合,http://shuyang-tv-hls.cm.jstv.com/shuyang-tv/shuyangzh.m3u8
水浒传轮播,http://1.94.31.214:35455/huya/26355860
黄埔慢直播,https://pili-live-hls.wdit.com.cn/wditlive/2ccda390789949a6ac77296923d94d8e140d.m3u8
四川文化旅游,http://api.dbkan.cdn.iptv.xin:2052/api.dbkan.com/hn/301
四川妇女儿童,http://api.dbkan.cdn.iptv.xin:2052/api.dbkan.com/hn/303
四川经济,http://api.dbkan.cdn.iptv.xin:2052/api.dbkan.com/hn/302
四川科教,http://api.dbkan.cdn.iptv.xin:2052/api.dbkan.com/hn/304
峨眉电影,http://api.dbkan.cdn.iptv.xin:2052/api.dbkan.com/hn/306

🇨🇳4K超清,#genre#,DE=3


河南卫视4k,http://zh.sqitv.com:888/hls/82/index.m3u8
北京卫视4k,https://bitbucket.org/guot55/bhmb/raw/main/TVBoxOSC/k-web/ku9/js/beijgf.js?id=bjws4k&t=湘西卫视出品

深圳卫视4k,https://bitbucket.org/guot55/bhmb/raw/main/TVBoxOSC/k-web/ku9/js/senzhentv.js?id=szws4k&t=湘西卫视出品

东方卫视4K,https://bitbucket.org/guot55/bhmb/raw/main/TVBoxOSC/k-web/ku9/js/txmbo.js?id=http://livebroadcast-pull.netapitest.com/live/dtv4k
江苏卫视4K,https://bitbucket.org/guot55/bhmb/raw/main/TVBoxOSC/k-web/ku9/js/txmbo.js?id=http://litchi-play-encrypted.jstv.com/4klive/jsws4kpro
苏州4K,https://tylive.kan0512.com/norecord/csztv4k_4k.m3u8

湖南卫视4k,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/dWlwPTEyNy4wLjAuMSZ1aWQ9cWluZy1jbXMmbm5fdGltZXpvbmU9OCZjZG5leF9pZD1hbF9obHNfbGR2dCZ1dWlkPTliODY4NmU5ZTM2YzYwMmMmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8

浙江卫视4k,https://play-qukan.cztv.com/live/1758879019692345.m3u8
CCTV4K,https://bitbucket.org/guot55/bhmb/raw/main/TVBoxOSC/k-web/ku9/js/cctvnews.js?id=cctv4k

CCTV-8K,https://bitbucket.org/guot55/bhmb/raw/main/TVBoxOSC/k-web/ku9/js/jiu1zytv.js?ename=cctv8k&token=xiangxiweishiIPTV

🇭🇰凤凰视频,#genre#
凤凰中文,https://gitee.com/gztzdy/js/raw/d/k-web/ku9/js/fhzx.js?id=fhzw
凤凰资讯,https://gitee.com/gztzdy/js/raw/d/k-web/ku9/js/fhzx.js?id=fhzx
凤凰香港,https://gitee.com/gztzdy/js/raw/d/k-web/ku9/js/fhzx.js?id=fhhk




pₒₚc电影,P2p://starvod.xyz:19806/688bba7c000da6943214e2280ad91465.ts
美亚电影,P2p://starvod.xyz:19806/f9cdad09f3cc47bc83ba1d94167ebe64.ts
龙华电影,P2p://starvod.xyz:19806/574ee66b78d44e6e81450ae523041523.ts
私人影院,P2p://starvod.xyz:19806/74567d46c9a54cb8aab7bb35b7446cf2.ts
爱奇艺综,P2p://starvod.xyz:19806/1cd1505d309948e596459856926cda41.ts
八度空间,P2p://starvod.xyz:19806/ae2ec19c582f4a07baa35b40f91b4239.ts
Ftv_城市,P2p://starvod.xyz:19806/2b3efa01d8bf4c7fbbef69911802df3f.ts
Ftv1时代东晴,P2p://starvod.xyz:19806/e485c2b5af154a638d9d54d10dcb73d9.ts
Ftv1时代西晴,P2p://starvod.xyz:19806/2c381681bcfd4ecdb2e52ece5014d6e8.ts
Ftv2时代,P2p://starvod.xyz:19806/dd3cb3133b9d4ab38fb4b2c321a727a2.ts
thrill电影,P2p://starvod.xyz:19806/68679be10008a36ea4fd4b2b3b26291d.ts
中天亚洲,P2p://starvod.xyz:19806/cd11642fed21436aae33a4a2ad34d222.ts
中视经典,P2p://starvod.xyz:19806/c523db6b2af648daa7c4c6bc2b8b4fa0.ts
民视第一,P2p://starvod.xyz:19806/6a62462b09e141a289c6882ef0ae3d6d.ts
民视闽语,P2p://starvod.xyz:19806/0ad1202aa2fe4fb4872479db5e384e46.ts
台视财经,P2p://starvod.xyz:19806/0817341552e94d809c49a1a48598b8f1.ts
台视综合,P2p://starvod.xyz:19806/c37a6ec58dd140ccab0e25b94849ee06.ts
寰宇闽南,P2p://starvod.xyz:19806/afe7794ac5bf40ba96830dd97318be8c.ts
tvbs亚洲,P2p://starvod.xyz:19806/62e69ecfa7ad4edfa092d77d9a9347d1.ts
tvbs精采,P2p://starvod.xyz:19806/e9b905add7be4a3abd0a1993053ab547.ts
龙华偶像,P2p://starvod.xyz:19806/b3c35c2e01d44a31b17efef0af0ebc64.ts
龙华戏剧,P2p://starvod.xyz:19806/6a6681f04fcc4478886cded08a10c658.ts
采昌影剧,P2p://starvod.xyz:19806/33264996f0c14a369140623dca66da43.ts
数位电影,P2p://starvod.xyz:19806/37350129294343bcb28f6494c7ce4c07.ts
壹电影'tv,P2p://starvod.xyz:19806/599f2aabecde4ed4b5fff257c229f986.ts
靖天电影,P2p://starvod.xyz:19806/7a72ea8d27d64fb9aae835c30af3b1cc.ts
靖天戏剧,P2p://starvod.xyz:19806/840e84aa0a114e108edcaf6137177c4a.ts
靖天映画,P2p://starvod.xyz:19806/9c504d3521e4481088a8a6c54fbac3d3.ts
靖天资讯,P2p://starvod.xyz:19806/db9b03374399434da716bae0cd93f784.ts
靖天综合,P2p://starvod.xyz:19806/75b3e6bac51d4f08ba7ed008892ad6c2.ts
靖天国际,P2p://starvod.xyz:19806/f349833dddb5488ab2ce1175246557c1.ts
靖天日本,P2p://starvod.xyz:19806/17ccd24c94514b0d928a3abd047add40.ts
靖天育乐,P2p://starvod.xyz:19806/9dfcf4658000439aadcf1feb841a8887.ts
ELta影剧,P2p://starvod.xyz:19806/0ae8227ad4ca480499bdd9280ca57f7f.ts
EYE-戏剧,P2p://starvod.xyz:19806/5756cf2acc364bd5ab062db33ddfad4b.ts
SMARt知识晴,P2p://starvod.xyz:19806/91503615eaa2416b929e56f178be5100.ts
韩国娱乐,P2p://starvod.xyz:19806/10ec27f261d74e86919383fdb6da355c.ts
三立戏剧,P2p://starvod.xyz:19806/eb30a7e16f1841c6900b45c8be342071.ts
三立综合,P2p://147.135.39.171:9906/6869374a000888579acb331f46c77c60.ts

壹电影'tv,P2p://starvod.xyz:19806/599f2aabecde4ed4b5fff257c229f986.ts
靖天电影,P2p://starvod.xyz:19806/7a72ea8d27d64fb9aae835c30af3b1cc.ts
靖天戏剧,P2p://starvod.xyz:19806/840e84aa0a114e108edcaf6137177c4a.ts
靖天映画,P2p://starvod.xyz:19806/9c504d3521e4481088a8a6c54fbac3d3.ts
靖天资讯,P2p://starvod.xyz:19806/db9b03374399434da716bae0cd93f784.ts
靖天综合,P2p://starvod.xyz:19806/75b3e6bac51d4f08ba7ed008892ad6c2.ts
靖天国际,P2p://starvod.xyz:19806/f349833dddb5488ab2ce1175246557c1.ts
靖天日本,P2p://starvod.xyz:19806/17ccd24c94514b0d928a3abd047add40.ts
靖天育乐,P2p://starvod.xyz:19806/9dfcf4658000439aadcf1feb841a8887.ts
ELta影剧,P2p://starvod.xyz:19806/0ae8227ad4ca480499bdd9280ca57f7f.ts
EYE-戏剧,P2p://starvod.xyz:19806/5756cf2acc364bd5ab062db33ddfad4b.ts
SMARt知识晴,P2p://starvod.xyz:19806/91503615eaa2416b929e56f178be5100.ts
韩国娱乐,P2p://starvod.xyz:19806/10ec27f261d74e86919383fdb6da355c.ts
三立戏剧,P2p://starvod.xyz:19806/eb30a7e16f1841c6900b45c8be342071.ts
三立综合,P2p://147.135.39.171:9906/6869374a000888579acb331f46c77c60.ts
纬来精采,P2p://147.135.39.171:9906/68693691000447559ac85f5e03845769.ts
壹综合'tv,P2p://147.135.39.171:9906/685f810d000eeaf174db4a19563a6520.ts
靖洋戏剧,P2p://147.135.39.171:9906/6867a22a000b7799949ca28717b451f5.ts
中视菁采,P2p://147.135.39.171:9906/6867a07b0000813094960c2053bb31ec.ts
八大优频道,P2p://147.135.39.171:9906/686141c600004a257bb419081c1d2844.ts

壹电影'tv,P2p://starvod.xyz:19806/599f2aabecde4ed4b5fff257c229f986.ts
靖天电影,P2p://starvod.xyz:19806/7a72ea8d27d64fb9aae835c30af3b1cc.ts
靖天戏剧,P2p://starvod.xyz:19806/840e84aa0a114e108edcaf6137177c4a.ts
靖天映画,P2p://starvod.xyz:19806/9c504d3521e4481088a8a6c54fbac3d3.ts
靖天资讯,P2p://starvod.xyz:19806/db9b03374399434da716bae0cd93f784.ts
靖天综合,P2p://starvod.xyz:19806/75b3e6bac51d4f08ba7ed008892ad6c2.ts
靖天国际,P2p://starvod.xyz:19806/f349833dddb5488ab2ce1175246557c1.ts
靖天日本,P2p://starvod.xyz:19806/17ccd24c94514b0d928a3abd047add40.ts
靖天育乐,P2p://starvod.xyz:19806/9dfcf4658000439aadcf1feb841a8887.ts
ELta影剧,P2p://starvod.xyz:19806/0ae8227ad4ca480499bdd9280ca57f7f.ts
EYE-戏剧,P2p://starvod.xyz:19806/5756cf2acc364bd5ab062db33ddfad4b.ts
SMARt知识晴,P2p://starvod.xyz:19806/91503615eaa2416b929e56f178be5100.ts
韩国娱乐,P2p://starvod.xyz:19806/10ec27f261d74e86919383fdb6da355c.ts
三立戏剧,P2p://starvod.xyz:19806/eb30a7e16f1841c6900b45c8be342071.ts




🇨🇳咪咕720,#genre#,JS=https://5266.kstore.space/mg720p.js#PB=starttime={start|yyyyMMdd'T'HHmmss'.00Z'}&endtime={end|yyyyMMdd'T'HHmmss'.00Z'}

CCTV1,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=cctv1&key=湘西卫视QQ群121797010
CCTV2,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=cctv2&key=湘西卫视QQ群121797010
CCTV3,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=cctv3&key=湘西卫视QQ群121797010
CCTV4,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=cctv4&key=湘西卫视QQ群121797010
CCTV5,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=cctv5&key=湘西卫视QQ群121797010
CCTV5+,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=cctv5p&key=湘西卫视QQ群121797010
CCTV6,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=cctv6&key=湘西卫视QQ群121797010
CCTV7,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=cctv7&key=湘西卫视QQ群121797010
CCTV8,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=cctv8&key=湘西卫视QQ群121797010
CCTV9,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=cctv9&key=湘西卫视QQ群121797010
CCTV10,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=cctv10&key=湘西卫视QQ群121797010
CCTV11,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=cctv11&key=湘西卫视QQ群121797010
CCTV12,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=cctv12&key=湘西卫视QQ群121797010
CCTV13,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=cctv13&key=湘西卫视QQ群121797010
CCTV14,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=cctv14&key=湘西卫视QQ群121797010
CCTV15,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=cctv15&key=湘西卫视QQ群121797010
CCTV17,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=cctv17&key=湘西卫视QQ群121797010
CCTV4欧洲,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=cctv4o&key=湘西卫视QQ群121797010
CCTV4美洲,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=cctv4a&key=湘西卫视QQ群121797010
湖南卫视,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=hunws&key=湘西卫视QQ群121797010
浙江卫视,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=zjws&key=湘西卫视QQ群121797010
江苏卫视,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=jsws&key=湘西卫视QQ群121797010
东方卫视,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=dfws&key=湘西卫视QQ群121797010
广东卫视,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=gdws&key=湘西卫视QQ群121797010
湖北卫视,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=hubws&key=湘西卫视QQ群121797010
江西卫视,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=jxws&key=湘西卫视QQ群121797010
辽宁卫视,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=lnws&key=湘西卫视QQ群121797010
陕西卫视,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=shanxws&key=湘西卫视QQ群121797010
河南卫视,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=hnws&key=湘西卫视QQ群121797010
海南卫视,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=hinws&key=湘西卫视QQ群121797010
三沙卫视,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=ssws&key=湘西卫视QQ群121797010
吉林卫视,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=jlws&key=湘西卫视QQ群121797010
青海卫视,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=qhws&key=湘西卫视QQ群121797010
农林卫视,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=nlws&key=湘西卫视QQ群121797010
内蒙古卫视,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=nmgws&key=湘西卫视QQ群121797010
兵团卫视,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=btws&key=湘西卫视QQ群121797010
大湾区卫视,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=dwqws&key=湘西卫视QQ群121797010
北京卫视,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=bjws&key=湘西卫视QQ群121797010
深圳卫视,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=szws&key=湘西卫视QQ群121797010
苏州4K,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=sz4k&key=湘西卫视QQ群121797010
河北4K,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=heb4k&key=湘西卫视QQ群121797010
CHC家庭影院,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=chcjtyy&key=湘西卫视QQ群121797010
CHC动作电影,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=chcdzdy&key=湘西卫视QQ群121797010
CHC影迷电影,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=chcymdy&key=湘西卫视QQ群121797010
五星体育,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=wxty&key=湘西卫视QQ群121797010
重温经典,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=wcjd&key=湘西卫视QQ群121797010
新片放映厅,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=xpfyt&key=湘西卫视QQ群121797010
高清大片,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=gqdp&key=湘西卫视QQ群121797010
经典香港电影,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=jdxd&key=湘西卫视QQ群121797010
抗战经典影片,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=kzjdyp&key=湘西卫视QQ群121797010
赛事最经典,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=sszyj&key=湘西卫视QQ群121797010
武术世界,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=wssj&key=湘西卫视QQ群121797010
四海钓鱼,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=shdy&key=湘西卫视QQ群121797010
环球旅游,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=hqly&key=湘西卫视QQ群121797010
最强综艺趴,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=zqzynp&key=湘西卫视QQ群121797010
嘉佳卡通,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=jjkt&key=湘西卫视QQ群121797010
经典动画大集合,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=jddhdjh&key=湘西卫视QQ群121797010
优漫卡通,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=ymkt&key=湘西卫视QQ群121797010
财富天下,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=cftx&key=湘西卫视QQ群121797010
体坛名栏汇,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=ttmlh&key=湘西卫视QQ群121797010
24小时全运会轮播台,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=24xsqyhlbt&key=湘西卫视QQ群121797010
24小时城市联赛轮播台,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=24xscsllbt&key=湘西卫视QQ群121797010
山东教育,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=sdjy&key=湘西卫视QQ群121797010
中学生,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=zxs&key=湘西卫视QQ群121797010
老故事,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=lgs&key=湘西卫视QQ群121797010
CETV1,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=cetv1&key=湘西卫视QQ群121797010
CETV2,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=cetv2&key=湘西卫视QQ群121797010
CETV4,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=cetv4&key=湘西卫视QQ群121797010
新动力量创一流,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=xdlclyl&key=湘西卫视QQ群121797010
钱塘江,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=qtj&key=湘西卫视QQ群121797010
卡酷少儿,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=kksr&key=湘西卫视QQ群121797010
北京影视,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=bjys&key=湘西卫视QQ群121797010
北京文艺,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=bjwy&key=湘西卫视QQ群121797010
北京财经,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=bjcj&key=湘西卫视QQ群121797010
北京生活,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=bjsh&key=湘西卫视QQ群121797010
北京新闻,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=bjxw&key=湘西卫视QQ群121797010
北京纪实科教,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=bjjskj&key=湘西卫视QQ群121797010
河南梨园,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=hnly&key=湘西卫视QQ群121797010
河南新闻,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=henxw&key=湘西卫视QQ群121797010
河南都市,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=hnds&key=湘西卫视QQ群121797010
河南民生,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=hnms&key=湘西卫视QQ群121797010
河南电视剧,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=hndsj&key=湘西卫视QQ群121797010
河南公共,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=hengg&key=湘西卫视QQ群121797010
河南武术,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=hnws&key=湘西卫视QQ群121797010
河南移动戏曲,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=hnydxq&key=湘西卫视QQ群121797010
河南文物宝库,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=hnwwbk&key=湘西卫视QQ群121797010
河南象视界,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=hnxsj&key=湘西卫视QQ群121797010
广东体育,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=gdty&key=湘西卫视QQ群121797010
广东珠江,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=gdzj&key=湘西卫视QQ群121797010
广东少儿,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=gdse&key=湘西卫视QQ群121797010
岭南戏曲,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=lnxq&key=湘西卫视QQ群121797010
广东移动,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=gdyd&key=湘西卫视QQ群121797010
现代教育,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=xdjy&key=湘西卫视QQ群121797010
广东生活频道,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=gdshpd&key=湘西卫视QQ群121797010
上海新闻综合,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=shxwzh&key=湘西卫视QQ群121797010
